split,array_index,source_index,case_id,group,group_id
train,2538,1952,2953,cross,0
train,2539,2875,3876,cross,0
train,2540,2051,3052,cross,0
train,2541,2594,3595,cross,0
train,2542,2732,3733,cross,0
train,2543,1728,2729,cross,0
train,2544,1942,2943,cross,0
train,2545,1616,2617,cross,0
train,2546,1119,2120,cross,0
train,2547,1381,2382,cross,0
train,2548,2486,3487,cross,0
train,2549,345,1346,cross,0
train,2550,1950,2951,cross,0
train,2551,787,1788,cross,0
train,2552,145,1146,cross,0
train,2553,2798,3799,cross,0
train,2554,488,1489,cross,0
train,2555,562,1563,cross,0
train,2556,1114,2115,cross,0
train,2557,2611,3612,cross,0
train,2558,1465,2466,cross,0
train,2559,1793,2794,cross,0
train,2560,2156,3157,cross,0
train,2561,2452,3453,cross,0
train,2562,1970,2971,cross,0
train,2563,1362,2363,cross,0
train,2564,1092,2093,cross,0
train,2565,251,1252,cross,0
train,2566,984,1985,cross,0
train,2567,966,1967,cross,0
train,2568,2106,3107,cross,0
train,2569,2583,3584,cross,0
train,2570,690,1691,cross,0
train,2571,1733,2734,cross,0
train,2572,667,1668,cross,0
train,2573,287,1288,cross,0
train,2574,2853,3854,cross,0
train,2575,545,1546,cross,0
train,2576,2215,3216,cross,0
train,2577,160,1161,cross,0
train,2578,2884,3885,cross,0
train,2579,807,1808,cross,0
train,2580,58,1059,cross,0
train,2581,462,1463,cross,0
train,2582,1802,2803,cross,0
train,2583,1349,2350,cross,0
train,2584,1579,2580,cross,0
train,2585,261,1262,cross,0
train,2586,398,1399,cross,0
train,2587,2796,3797,cross,0
train,2588,190,1191,cross,0
train,2589,764,1765,cross,0
train,2590,459,1460,cross,0
train,2591,162,1163,cross,0
train,2592,2471,3472,cross,0
train,2593,503,1504,cross,0
train,2594,1259,2260,cross,0
train,2595,1023,2024,cross,0
train,2596,2328,3329,cross,0
train,2597,2147,3148,cross,0
train,2598,2978,3979,cross,0
train,2599,1317,2318,cross,0
train,2600,2689,3690,cross,0
train,2601,2226,3227,cross,0
train,2602,1540,2541,cross,0
train,2603,1809,2810,cross,0
train,2604,366,1367,cross,0
train,2605,1861,2862,cross,0
train,2606,1253,2254,cross,0
train,2607,1377,2378,cross,0
train,2608,1732,2733,cross,0
train,2609,707,1708,cross,0
train,2610,1836,2837,cross,0
train,2611,2132,3133,cross,0
train,2612,2970,3971,cross,0
train,2613,2607,3608,cross,0
train,2614,2987,3988,cross,0
train,2615,2407,3408,cross,0
train,2616,2570,3571,cross,0
train,2617,438,1439,cross,0
train,2618,2664,3665,cross,0
train,2619,2248,3249,cross,0
train,2620,1275,2276,cross,0
train,2621,2305,3306,cross,0
train,2622,1065,2066,cross,0
train,2623,805,1806,cross,0
train,2624,295,1296,cross,0
train,2625,746,1747,cross,0
train,2626,423,1424,cross,0
train,2627,118,1119,cross,0
train,2628,2632,3633,cross,0
train,2629,1842,2843,cross,0
train,2630,2263,3264,cross,0
train,2631,2821,3822,cross,0
train,2632,1553,2554,cross,0
train,2633,54,1055,cross,0
train,2634,2760,3761,cross,0
train,2635,2061,3062,cross,0
train,2636,1214,2215,cross,0
train,2637,1294,2295,cross,0
train,2638,1238,2239,cross,0
train,2639,446,1447,cross,0
train,2640,1308,2309,cross,0
train,2641,781,1782,cross,0
train,2642,2973,3974,cross,0
train,2643,2423,3424,cross,0
train,2644,1123,2124,cross,0
train,2645,2187,3188,cross,0
train,2646,397,1398,cross,0
train,2647,2011,3012,cross,0
train,2648,962,1963,cross,0
train,2649,320,1321,cross,0
train,2650,2294,3295,cross,0
train,2651,2239,3240,cross,0
train,2652,264,1265,cross,0
train,2653,2939,3940,cross,0
train,2654,2513,3514,cross,0
train,2655,2916,3917,cross,0
train,2656,2947,3948,cross,0
train,2657,325,1326,cross,0
train,2658,1941,2942,cross,0
train,2659,2529,3530,cross,0
train,2660,2906,3907,cross,0
train,2661,1544,2545,cross,0
train,2662,930,1931,cross,0
train,2663,1286,2287,cross,0
train,2664,2290,3291,cross,0
train,2665,1669,2670,cross,0
train,2666,2645,3646,cross,0
train,2667,1775,2776,cross,0
train,2668,987,1988,cross,0
train,2669,515,1516,cross,0
train,2670,2642,3643,cross,0
train,2671,2690,3691,cross,0
train,2672,2684,3685,cross,0
train,2673,2042,3043,cross,0
train,2674,1127,2128,cross,0
train,2675,414,1415,cross,0
train,2676,1351,2352,cross,0
train,2677,2153,3154,cross,0
train,2678,915,1916,cross,0
train,2679,1746,2747,cross,0
train,2680,485,1486,cross,0
train,2681,2871,3872,cross,0
train,2682,2491,3492,cross,0
train,2683,2258,3259,cross,0
train,2684,2902,3903,cross,0
train,2685,938,1939,cross,0
train,2686,2275,3276,cross,0
train,2687,2431,3432,cross,0
train,2688,1278,2279,cross,0
train,2689,886,1887,cross,0
train,2690,1041,2042,cross,0
train,2691,1949,2950,cross,0
train,2692,355,1356,cross,0
train,2693,1402,2403,cross,0
train,2694,270,1271,cross,0
train,2695,836,1837,cross,0
train,2696,926,1927,cross,0
train,2697,2616,3617,cross,0
train,2698,2508,3509,cross,0
train,2699,2067,3068,cross,0
train,2700,1186,2187,cross,0
train,2701,2064,3065,cross,0
train,2702,1089,2090,cross,0
train,2703,2356,3357,cross,0
train,2704,2121,3122,cross,0
train,2705,1099,2100,cross,0
train,2706,52,1053,cross,0
train,2707,1552,2553,cross,0
train,2708,1396,2397,cross,0
train,2709,2747,3748,cross,0
train,2710,1307,2308,cross,0
train,2711,1967,2968,cross,0
train,2712,1697,2698,cross,0
train,2713,2622,3623,cross,0
train,2714,456,1457,cross,0
train,2715,2744,3745,cross,0
train,2716,2514,3515,cross,0
train,2717,2706,3707,cross,0
train,2718,1173,2174,cross,0
train,2719,1051,2052,cross,0
train,2720,2297,3298,cross,0
train,2721,1915,2916,cross,0
train,2722,830,1831,cross,0
train,2723,778,1779,cross,0
train,2724,1316,2317,cross,0
train,2725,227,1228,cross,0
train,2726,247,1248,cross,0
train,2727,2476,3477,cross,0
train,2728,1252,2253,cross,0
train,2729,1679,2680,cross,0
train,2730,2218,3219,cross,0
train,2731,1824,2825,cross,0
train,2732,294,1295,cross,0
train,2733,1046,2047,cross,0
train,2734,89,1090,cross,0
train,2735,661,1662,cross,0
train,2736,1911,2912,cross,0
train,2737,2717,3718,cross,0
train,2738,1158,2159,cross,0
train,2739,1969,2970,cross,0
train,2740,2572,3573,cross,0
train,2741,2157,3158,cross,0
train,2742,494,1495,cross,0
train,2743,2888,3889,cross,0
train,2744,2545,3546,cross,0
train,2745,1737,2738,cross,0
train,2746,2567,3568,cross,0
train,2747,2648,3649,cross,0
train,2748,1649,2650,cross,0
train,2749,1561,2562,cross,0
train,2750,604,1605,cross,0
train,2751,816,1817,cross,0
train,2752,2406,3407,cross,0
train,2753,2876,3877,cross,0
train,2754,1513,2514,cross,0
train,2755,809,1810,cross,0
train,2756,1880,2881,cross,0
train,2757,867,1868,cross,0
train,2758,1315,2316,cross,0
train,2759,2229,3230,cross,0
train,2760,2782,3783,cross,0
train,2761,1896,2897,cross,0
train,2762,2635,3636,cross,0
train,2763,1786,2787,cross,0
train,2764,2170,3171,cross,0
train,2765,948,1949,cross,0
train,2766,391,1392,cross,0
train,2767,2213,3214,cross,0
train,2768,2497,3498,cross,0
train,2769,838,1839,cross,0
train,2770,401,1402,cross,0
train,2771,2044,3045,cross,0
train,2772,1901,2902,cross,0
train,2773,149,1150,cross,0
train,2774,2967,3968,cross,0
train,2775,1279,2280,cross,0
train,2776,2085,3086,cross,0
train,2777,428,1429,cross,0
train,2778,1742,2743,cross,0
train,2779,2614,3615,cross,0
train,2780,949,1950,cross,0
train,2781,13,1014,cross,0
train,2782,1885,2886,cross,0
train,2783,2775,3776,cross,0
train,2784,1182,2183,cross,0
train,2785,95,1096,cross,0
train,2786,2396,3397,cross,0
train,2787,2535,3536,cross,0
train,2788,1199,2200,cross,0
train,2789,1365,2366,cross,0
train,2790,1117,2118,cross,0
train,2791,1210,2211,cross,0
train,2792,2548,3549,cross,0
train,2793,1287,2288,cross,0
train,2794,2459,3460,cross,0
train,2795,1281,2282,cross,0
train,2796,1056,2057,cross,0
train,2797,2364,3365,cross,0
train,2798,2299,3300,cross,0
train,2799,1007,2008,cross,0
train,2800,1530,2531,cross,0
train,2801,844,1845,cross,0
train,2802,760,1761,cross,0
train,2803,2001,3002,cross,0
train,2804,2424,3425,cross,0
train,2805,1573,2574,cross,0
train,2806,1442,2443,cross,0
train,2807,1954,2955,cross,0
train,2808,2318,3319,cross,0
train,2809,986,1987,cross,0
train,2810,1951,2952,cross,0
train,2811,161,1162,cross,0
train,2812,2440,3441,cross,0
train,2813,1240,2241,cross,0
train,2814,2255,3256,cross,0
train,2815,1630,2631,cross,0
train,2816,2555,3556,cross,0
train,2817,1042,2043,cross,0
train,2818,2713,3714,cross,0
train,2819,2571,3572,cross,0
train,2820,1181,2182,cross,0
train,2821,893,1894,cross,0
train,2822,2253,3254,cross,0
train,2823,2383,3384,cross,0
train,2824,458,1459,cross,0
train,2825,76,1077,cross,0
train,2826,1602,2603,cross,0
train,2827,1545,2546,cross,0
train,2828,2410,3411,cross,0
train,2829,1534,2535,cross,0
train,2830,1595,2596,cross,0
train,2831,2934,3935,cross,0
train,2832,2455,3456,cross,0
train,2833,1028,2029,cross,0
train,2834,2608,3609,cross,0
train,2835,1505,2506,cross,0
train,2836,499,1500,cross,0
train,2837,323,1324,cross,0
train,2838,93,1094,cross,0
train,2839,862,1863,cross,0
train,2840,2873,3874,cross,0
train,2841,1022,2023,cross,0
train,2842,1363,2364,cross,0
train,2843,840,1841,cross,0
train,2844,2811,3812,cross,0
train,2845,1413,2414,cross,0
train,2846,564,1565,cross,0
train,2847,2080,3081,cross,0
train,2848,364,1365,cross,0
train,2849,2715,3716,cross,0
train,2850,440,1441,cross,0
train,2851,633,1634,cross,0
train,2852,1393,2394,cross,0
train,2853,642,1643,cross,0
train,2854,1900,2901,cross,0
train,2855,2464,3465,cross,0
train,2856,2500,3501,cross,0
train,2857,81,1082,cross,0
train,2858,2961,3962,cross,0
train,2859,820,1821,cross,0
train,2860,432,1433,cross,0
train,2861,1394,2395,cross,0
train,2862,2359,3360,cross,0
train,2863,450,1451,cross,0
train,2864,1610,2611,cross,0
train,2865,1564,2565,cross,0
train,2866,721,1722,cross,0
train,2867,2154,3155,cross,0
train,2868,1146,2147,cross,0
train,2869,1420,2421,cross,0
train,2870,2994,3995,cross,0
train,2871,533,1534,cross,0
train,2872,2778,3779,cross,0
train,2873,1408,2409,cross,0
train,2874,105,1106,cross,0
train,2875,2314,3315,cross,0
train,2876,1371,2372,cross,0
train,2877,2889,3890,cross,0
train,2878,978,1979,cross,0
train,2879,2880,3881,cross,0
train,2880,2087,3088,cross,0
train,2881,339,1340,cross,0
train,2882,961,1962,cross,0
train,2883,525,1526,cross,0
train,2884,2237,3238,cross,0
train,2885,732,1733,cross,0
train,2886,1507,2508,cross,0
train,2887,5,1006,cross,0
train,2888,1621,2622,cross,0
train,2889,442,1443,cross,0
train,2890,1353,2354,cross,0
train,2891,861,1862,cross,0
train,2892,1409,2410,cross,0
train,2893,1356,2357,cross,0
train,2894,1383,2384,cross,0
train,2895,1528,2529,cross,0
train,2896,1324,2325,cross,0
train,2897,1194,2195,cross,0
train,2898,851,1852,cross,0
train,2899,301,1302,cross,0
train,2900,5184,6185,diagonal,1
train,2901,4127,5128,diagonal,1
train,2902,3518,4519,diagonal,1
train,2903,4032,5033,diagonal,1
train,2904,3076,4077,diagonal,1
train,2905,5363,6364,diagonal,1
train,2906,5427,6428,diagonal,1
train,2907,4596,5597,diagonal,1
train,2908,5229,6230,diagonal,1
train,2909,4416,5417,diagonal,1
train,2910,5630,6631,diagonal,1
train,2911,5885,6886,diagonal,1
train,2912,5208,6209,diagonal,1
train,2913,4494,5495,diagonal,1
train,2914,5211,6212,diagonal,1
train,2915,3227,4228,diagonal,1
train,2916,4120,5121,diagonal,1
train,2917,3006,4007,diagonal,1
train,2918,4498,5499,diagonal,1
train,2919,5030,6031,diagonal,1
train,2920,5382,6383,diagonal,1
train,2921,3720,4721,diagonal,1
train,2922,5294,6295,diagonal,1
train,2923,5841,6842,diagonal,1
train,2924,3806,4807,diagonal,1
train,2925,4183,5184,diagonal,1
train,2926,4149,5150,diagonal,1
train,2927,3239,4240,diagonal,1
train,2928,3777,4778,diagonal,1
train,2929,5113,6114,diagonal,1
train,2930,4400,5401,diagonal,1
train,2931,5960,6961,diagonal,1
train,2932,4865,5866,diagonal,1
train,2933,3405,4406,diagonal,1
train,2934,5665,6666,diagonal,1
train,2935,4700,5701,diagonal,1
train,2936,4570,5571,diagonal,1
train,2937,4674,5675,diagonal,1
train,2938,4010,5011,diagonal,1
train,2939,4230,5231,diagonal,1
train,2940,5831,6832,diagonal,1
train,2941,4459,5460,diagonal,1
train,2942,5027,6028,diagonal,1
train,2943,5584,6585,diagonal,1
train,2944,5680,6681,diagonal,1
train,2945,5284,6285,diagonal,1
train,2946,5616,6617,diagonal,1
train,2947,5349,6350,diagonal,1
train,2948,3989,4990,diagonal,1
train,2949,3502,4503,diagonal,1
train,2950,3428,4429,diagonal,1
train,2951,5859,6860,diagonal,1
train,2952,3830,4831,diagonal,1
train,2953,3423,4424,diagonal,1
train,2954,5671,6672,diagonal,1
train,2955,4846,5847,diagonal,1
train,2956,4776,5777,diagonal,1
train,2957,5478,6479,diagonal,1
train,2958,4199,5200,diagonal,1
train,2959,5052,6053,diagonal,1
train,2960,3386,4387,diagonal,1
train,2961,5928,6929,diagonal,1
train,2962,3190,4191,diagonal,1
train,2963,3285,4286,diagonal,1
train,2964,3307,4308,diagonal,1
train,2965,5169,6170,diagonal,1
train,2966,5146,6147,diagonal,1
train,2967,5856,6857,diagonal,1
train,2968,4375,5376,diagonal,1
train,2969,4882,5883,diagonal,1
train,2970,3930,4931,diagonal,1
train,2971,5576,6577,diagonal,1
train,2972,3728,4729,diagonal,1
train,2973,3330,4331,diagonal,1
train,2974,3316,4317,diagonal,1
train,2975,5071,6072,diagonal,1
train,2976,3056,4057,diagonal,1
train,2977,4600,5601,diagonal,1
train,2978,5129,6130,diagonal,1
train,2979,3324,4325,diagonal,1
train,2980,3209,4210,diagonal,1
train,2981,5503,6504,diagonal,1
train,2982,5566,6567,diagonal,1
train,2983,4591,5592,diagonal,1
train,2984,3627,4628,diagonal,1
train,2985,5778,6779,diagonal,1
train,2986,3633,4634,diagonal,1
train,2987,4413,5414,diagonal,1
train,2988,3638,4639,diagonal,1
train,2989,3784,4785,diagonal,1
train,2990,5350,6351,diagonal,1
train,2991,3652,4653,diagonal,1
train,2992,4756,5757,diagonal,1
train,2993,4858,5859,diagonal,1
train,2994,5041,6042,diagonal,1
train,2995,3770,4771,diagonal,1
train,2996,4249,5250,diagonal,1
train,2997,5147,6148,diagonal,1
train,2998,4608,5609,diagonal,1
train,2999,3484,4485,diagonal,1
train,3000,4389,5390,diagonal,1
train,3001,4425,5426,diagonal,1
train,3002,3803,4804,diagonal,1
train,3003,4333,5334,diagonal,1
train,3004,5093,6094,diagonal,1
train,3005,5768,6769,diagonal,1
train,3006,3163,4164,diagonal,1
train,3007,4955,5956,diagonal,1
train,3008,3877,4878,diagonal,1
train,3009,5091,6092,diagonal,1
train,3010,5861,6862,diagonal,1
train,3011,3191,4192,diagonal,1
train,3012,3867,4868,diagonal,1
train,3013,3187,4188,diagonal,1
train,3014,5974,6975,diagonal,1
train,3015,5320,6321,diagonal,1
train,3016,5832,6833,diagonal,1
train,3017,5517,6518,diagonal,1
train,3018,4138,5139,diagonal,1
train,3019,5139,6140,diagonal,1
train,3020,3112,4113,diagonal,1
train,3021,4558,5559,diagonal,1
train,3022,3102,4103,diagonal,1
train,3023,3135,4136,diagonal,1
train,3024,5942,6943,diagonal,1
train,3025,3975,4976,diagonal,1
train,3026,4421,5422,diagonal,1
train,3027,4536,5537,diagonal,1
train,3028,3535,4536,diagonal,1
train,3029,4448,5449,diagonal,1
train,3030,3811,4812,diagonal,1
train,3031,3276,4277,diagonal,1
train,3032,5704,6705,diagonal,1
train,3033,3328,4329,diagonal,1
train,3034,5925,6926,diagonal,1
train,3035,5300,6301,diagonal,1
train,3036,4090,5091,diagonal,1
train,3037,5976,6977,diagonal,1
train,3038,4220,5221,diagonal,1
train,3039,3524,4525,diagonal,1
train,3040,3905,4906,diagonal,1
train,3041,5493,6494,diagonal,1
train,3042,5789,6790,diagonal,1
train,3043,4727,5728,diagonal,1
train,3044,4194,5195,diagonal,1
train,3045,3494,4495,diagonal,1
train,3046,5938,6939,diagonal,1
train,3047,4748,5749,diagonal,1
train,3048,5152,6153,diagonal,1
train,3049,3134,4135,diagonal,1
train,3050,3361,4362,diagonal,1
train,3051,4652,5653,diagonal,1
train,3052,3912,4913,diagonal,1
train,3053,3847,4848,diagonal,1
train,3054,4706,5707,diagonal,1
train,3055,5195,6196,diagonal,1
train,3056,5122,6123,diagonal,1
train,3057,5326,6327,diagonal,1
train,3058,4153,5154,diagonal,1
train,3059,3914,4915,diagonal,1
train,3060,4554,5555,diagonal,1
train,3061,4819,5820,diagonal,1
train,3062,5792,6793,diagonal,1
train,3063,4550,5551,diagonal,1
train,3064,3566,4567,diagonal,1
train,3065,3416,4417,diagonal,1
train,3066,3922,4923,diagonal,1
train,3067,5344,6345,diagonal,1
train,3068,5026,6027,diagonal,1
train,3069,5926,6927,diagonal,1
train,3070,3201,4202,diagonal,1
train,3071,3096,4097,diagonal,1
train,3072,4240,5241,diagonal,1
train,3073,4631,5632,diagonal,1
train,3074,4580,5581,diagonal,1
train,3075,4692,5693,diagonal,1
train,3076,3582,4583,diagonal,1
train,3077,3149,4150,diagonal,1
train,3078,4049,5050,diagonal,1
train,3079,4306,5307,diagonal,1
train,3080,5474,6475,diagonal,1
train,3081,5787,6788,diagonal,1
train,3082,3600,4601,diagonal,1
train,3083,4782,5783,diagonal,1
train,3084,5697,6698,diagonal,1
train,3085,5296,6297,diagonal,1
train,3086,4690,5691,diagonal,1
train,3087,4718,5719,diagonal,1
train,3088,4103,5104,diagonal,1
train,3089,4567,5568,diagonal,1
train,3090,3143,4144,diagonal,1
train,3091,4695,5696,diagonal,1
train,3092,3406,4407,diagonal,1
train,3093,4888,5889,diagonal,1
train,3094,5638,6639,diagonal,1
train,3095,3746,4747,diagonal,1
train,3096,3160,4161,diagonal,1
train,3097,5411,6412,diagonal,1
train,3098,3956,4957,diagonal,1
train,3099,5135,6136,diagonal,1
train,3100,3675,4676,diagonal,1
train,3101,4606,5607,diagonal,1
train,3102,4344,5345,diagonal,1
train,3103,5879,6880,diagonal,1
train,3104,4401,5402,diagonal,1
train,3105,4892,5893,diagonal,1
train,3106,5080,6081,diagonal,1
train,3107,3080,4081,diagonal,1
train,3108,5656,6657,diagonal,1
train,3109,5539,6540,diagonal,1
train,3110,4000,5001,diagonal,1
train,3111,4331,5332,diagonal,1
train,3112,3074,4075,diagonal,1
train,3113,3585,4586,diagonal,1
train,3114,4441,5442,diagonal,1
train,3115,3571,4572,diagonal,1
train,3116,4894,5895,diagonal,1
train,3117,4292,5293,diagonal,1
train,3118,4662,5663,diagonal,1
train,3119,3779,4780,diagonal,1
train,3120,5098,6099,diagonal,1
train,3121,3118,4119,diagonal,1
train,3122,3667,4668,diagonal,1
train,3123,4098,5099,diagonal,1
train,3124,5246,6247,diagonal,1
train,3125,5795,6796,diagonal,1
train,3126,5916,6917,diagonal,1
train,3127,4523,5524,diagonal,1
train,3128,4021,5022,diagonal,1
train,3129,3898,4899,diagonal,1
train,3130,3542,4543,diagonal,1
train,3131,5444,6445,diagonal,1
train,3132,5013,6014,diagonal,1
train,3133,3162,4163,diagonal,1
train,3134,4582,5583,diagonal,1
train,3135,3793,4794,diagonal,1
train,3136,3609,4610,diagonal,1
train,3137,3849,4850,diagonal,1
train,3138,5880,6881,diagonal,1
train,3139,5689,6690,diagonal,1
train,3140,3982,4983,diagonal,1
train,3141,3722,4723,diagonal,1
train,3142,4271,5272,diagonal,1
train,3143,4483,5484,diagonal,1
train,3144,5627,6628,diagonal,1
train,3145,4854,5855,diagonal,1
train,3146,4284,5285,diagonal,1
train,3147,3767,4768,diagonal,1
train,3148,5738,6739,diagonal,1
train,3149,4209,5210,diagonal,1
train,3150,5118,6119,diagonal,1
train,3151,3818,4819,diagonal,1
train,3152,4314,5315,diagonal,1
train,3153,5699,6700,diagonal,1
train,3154,4243,5244,diagonal,1
train,3155,5758,6759,diagonal,1
train,3156,5247,6248,diagonal,1
train,3157,5325,6326,diagonal,1
train,3158,5213,6214,diagonal,1
train,3159,5053,6054,diagonal,1
train,3160,3256,4257,diagonal,1
train,3161,3027,4028,diagonal,1
train,3162,3819,4820,diagonal,1
train,3163,4465,5466,diagonal,1
train,3164,4352,5353,diagonal,1
train,3165,5934,6935,diagonal,1
train,3166,4104,5105,diagonal,1
train,3167,3631,4632,diagonal,1
train,3168,5492,6493,diagonal,1
train,3169,3233,4234,diagonal,1
train,3170,3054,4055,diagonal,1
train,3171,3817,4818,diagonal,1
train,3172,5662,6663,diagonal,1
train,3173,4899,5900,diagonal,1
train,3174,5505,6506,diagonal,1
train,3175,3181,4182,diagonal,1
train,3176,4984,5985,diagonal,1
train,3177,4397,5398,diagonal,1
train,3178,3776,4777,diagonal,1
train,3179,4620,5621,diagonal,1
train,3180,5465,6466,diagonal,1
train,3181,5293,6294,diagonal,1
train,3182,3306,4307,diagonal,1
train,3183,5384,6385,diagonal,1
train,3184,5954,6955,diagonal,1
train,3185,5331,6332,diagonal,1
train,3186,4544,5545,diagonal,1
train,3187,4484,5485,diagonal,1
train,3188,3466,4467,diagonal,1
train,3189,5209,6210,diagonal,1
train,3190,5894,6895,diagonal,1
train,3191,4912,5913,diagonal,1
train,3192,3729,4730,diagonal,1
train,3193,3908,4909,diagonal,1
train,3194,5992,6993,diagonal,1
train,3195,3860,4861,diagonal,1
train,3196,5580,6581,diagonal,1
train,3197,5318,6319,diagonal,1
train,3198,4509,5510,diagonal,1
train,3199,3211,4212,diagonal,1
train,3200,4046,5047,diagonal,1
train,3201,3387,4388,diagonal,1
train,3202,5723,6724,diagonal,1
train,3203,4925,5926,diagonal,1
train,3204,5955,6956,diagonal,1
train,3205,4208,5209,diagonal,1
train,3206,4270,5271,diagonal,1
train,3207,5613,6614,diagonal,1
train,3208,4115,5116,diagonal,1
train,3209,3570,4571,diagonal,1
train,3210,3037,4038,diagonal,1
train,3211,3504,4505,diagonal,1
train,3212,3960,4961,diagonal,1
train,3213,5559,6560,diagonal,1
train,3214,4144,5145,diagonal,1
train,3215,5523,6524,diagonal,1
train,3216,5694,6695,diagonal,1
train,3217,3115,4116,diagonal,1
train,3218,4066,5067,diagonal,1
train,3219,5057,6058,diagonal,1
train,3220,4826,5827,diagonal,1
train,3221,4521,5522,diagonal,1
train,3222,4002,5003,diagonal,1
train,3223,3048,4049,diagonal,1
train,3224,3380,4381,diagonal,1
train,3225,3875,4876,diagonal,1
train,3226,3222,4223,diagonal,1
train,3227,3351,4352,diagonal,1
train,3228,3741,4742,diagonal,1
train,3229,5094,6095,diagonal,1
train,3230,4051,5052,diagonal,1
train,3231,5756,6757,diagonal,1
train,3232,3724,4725,diagonal,1
train,3233,5922,6923,diagonal,1
train,3234,5263,6264,diagonal,1
train,3235,4393,5394,diagonal,1
train,3236,4633,5634,diagonal,1
train,3237,3355,4356,diagonal,1
train,3238,5703,6704,diagonal,1
train,3239,3350,4351,diagonal,1
train,3240,4300,5301,diagonal,1
train,3241,4122,5123,diagonal,1
train,3242,5728,6729,diagonal,1
train,3243,5981,6982,diagonal,1
train,3244,3174,4175,diagonal,1
train,3245,4529,5530,diagonal,1
train,3246,4852,5853,diagonal,1
train,3247,4287,5288,diagonal,1
train,3248,4242,5243,diagonal,1
train,3249,3985,4986,diagonal,1
train,3250,5245,6246,diagonal,1
train,3251,4954,5955,diagonal,1
train,3252,3346,4347,diagonal,1
train,3253,5125,6126,diagonal,1
train,3254,4783,5784,diagonal,1
train,3255,3678,4679,diagonal,1
train,3256,3505,4506,diagonal,1
train,3257,4218,5219,diagonal,1
train,3258,3167,4168,diagonal,1
train,3259,4490,5491,diagonal,1
train,3260,3999,5000,diagonal,1
train,3261,3740,4741,diagonal,1
train,3262,4213,5214,diagonal,1
train,3263,5892,6893,diagonal,1
train,3264,4391,5392,diagonal,1
train,3265,5138,6139,diagonal,1
train,3266,4170,5171,diagonal,1
train,3267,4801,5802,diagonal,1
train,3268,3852,4853,diagonal,1
train,3269,5504,6505,diagonal,1
train,3270,5910,6911,diagonal,1
train,3271,4139,5140,diagonal,1
train,3272,3970,4971,diagonal,1
train,3273,3998,4999,diagonal,1
train,3274,3455,4456,diagonal,1
train,3275,3032,4033,diagonal,1
train,3276,5686,6687,diagonal,1
train,3277,4283,5284,diagonal,1
train,3278,4790,5791,diagonal,1
train,3279,3557,4558,diagonal,1
train,3280,5008,6009,diagonal,1
train,3281,3621,4622,diagonal,1
train,3282,3889,4890,diagonal,1
train,3283,5131,6132,diagonal,1
train,3284,3704,4705,diagonal,1
train,3285,3235,4236,diagonal,1
train,3286,4252,5253,diagonal,1
train,3287,3900,4901,diagonal,1
train,3288,4754,5755,diagonal,1
train,3289,4385,5386,diagonal,1
train,3290,5568,6569,diagonal,1
train,3291,3033,4034,diagonal,1
train,3292,5228,6229,diagonal,1
train,3293,4339,5340,diagonal,1
train,3294,4394,5395,diagonal,1
train,3295,4953,5954,diagonal,1
train,3296,4779,5780,diagonal,1
train,3297,3643,4644,diagonal,1
train,3298,3124,4125,diagonal,1
train,3299,5774,6775,diagonal,1
train,3300,5830,6831,diagonal,1
train,3301,3660,4661,diagonal,1
train,3302,5277,6278,diagonal,1
train,3303,4003,5004,diagonal,1
train,3304,3486,4487,diagonal,1
train,3305,3792,4793,diagonal,1
train,3306,4109,5110,diagonal,1
train,3307,3929,4930,diagonal,1
train,3308,5264,6265,diagonal,1
train,3309,3232,4233,diagonal,1
train,3310,5452,6453,diagonal,1
train,3311,4042,5043,diagonal,1
train,3312,3880,4881,diagonal,1
train,3313,3195,4196,diagonal,1
train,3314,3151,4152,diagonal,1
train,3315,3775,4776,diagonal,1
train,3316,5632,6633,diagonal,1
train,3317,3368,4369,diagonal,1
train,3318,4820,5821,diagonal,1
train,3319,5108,6109,diagonal,1
train,3320,5890,6891,diagonal,1
train,3321,4610,5611,diagonal,1
train,3322,4112,5113,diagonal,1
train,3323,3812,4813,diagonal,1
train,3324,4175,5176,diagonal,1
train,3325,3595,4596,diagonal,1
train,3326,4277,5278,diagonal,1
train,3327,4233,5234,diagonal,1
train,3328,3150,4151,diagonal,1
train,3329,4991,5992,diagonal,1
train,3330,4092,5093,diagonal,1
train,3331,4388,5389,diagonal,1
train,3332,4062,5063,diagonal,1
train,3333,5494,6495,diagonal,1
train,3334,4944,5945,diagonal,1
train,3335,3042,4043,diagonal,1
train,3336,3895,4896,diagonal,1
train,3337,4886,5887,diagonal,1
train,3338,4595,5596,diagonal,1
train,3339,3384,4385,diagonal,1
train,3340,3795,4796,diagonal,1
train,3341,3903,4904,diagonal,1
train,3342,5314,6315,diagonal,1
train,3343,4134,5135,diagonal,1
train,3344,5066,6067,diagonal,1
train,3345,3130,4131,diagonal,1
train,3346,5313,6314,diagonal,1
train,3347,5918,6919,diagonal,1
train,3348,4834,5835,diagonal,1
train,3349,5061,6062,diagonal,1
train,3350,4670,5671,diagonal,1
train,3351,4657,5658,diagonal,1
train,3352,5844,6845,diagonal,1
train,3353,3634,4635,diagonal,1
train,3354,3983,4984,diagonal,1
train,3355,5461,6462,diagonal,1
train,3356,5392,6393,diagonal,1
train,3357,3532,4533,diagonal,1
train,3358,3870,4871,diagonal,1
train,3359,3965,4966,diagonal,1
